"action","device_tier","country_tier","unique_id_count","outcome_mean","outcome_sd","sessions_mean","sessions_sd","rounds_mean","rounds_sd","ingame_transactions_mean","ingame_transactions_sd","gift_claims_mean","gift_claims_sd","ad_views_mean","ad_views_sd","friend_thanks_mean","friend_thanks_sd","messages_mean","messages_sd","boss_claims_mean","boss_claims_sd","gifts_sent_mean","gifts_sent_sd"
1,"android_tier1","tier1",5058,0.0808578330189798,0.940961490192795,3.16508501383946,4.07860170831681,10.4485962831159,16.0737691283414,2.12158956109134,3.15721541541613,5.71787267694741,13.4592185667492,6.13503361012258,13.7836095575541,2.93436140767102,6.9924421470343,0.244760775009885,2.33199522562947,1.0731514432582,12.6449901130317,0.478252273625939,7.88703248013553
1,"android_tier1","tier2",2689,0.08160993662328,1.43287769593938,2.76868724432875,3.56509009154788,9.16623280029751,14.1720231549491,1.81405727036073,2.51624399994408,4.73707698029007,11.0148221537062,4.94607660840461,11.4070907405124,2.32502789140945,5.95699886059995,0.205280773521755,1.3837230087562,0.770546671625139,6.18097080043745,0.281889178133135,3.33208652293798
1,"android_tier1","tier3",1245,0.0293441952883534,0.549361677634675,2.53574297188755,3.40153873797925,7.9421686746988,13.9819542672796,1.61526104417671,2.40021268486878,4.1140562248996,10.6669774712916,4.24658634538153,11.7445786217808,1.73975903614458,5.25167879510639,0.256224899598394,2.56792988070334,1.50441767068273,13.6117273091948,0.857831325301205,16.9707957052294
1,"android_tier1","tier4",950,0.0415880591073684,0.633709628628764,2.62526315789474,3.20408618263687,8.36736842105263,14.2212973617853,1.56,2.17807834794314,3.93789473684211,11.1348348763403,4.29052631578947,11.5230933537503,1.58,4.87433440918456,0.213684210526316,1.77252836427913,0.925263157894737,10.7985526527062,0.445263157894737,9.41092417734122
1,"android_tier2","tier1",4288,0.0549340365904851,0.604738038456742,3.28731343283582,4.16960325304312,11.2917444029851,16.8251482645631,2.22994402985075,3.27544586987864,5.54454291044776,12.1615121383422,6.87849813432836,14.4900060274014,3.28544776119403,7.4418453222882,0.238805970149254,1.63965486808649,0.88339552238806,7.58864414031335,0.361473880597015,5.30769398721129
1,"android_tier2","tier2",2436,0.0409690897380952,0.738830242489489,2.64942528735632,3.24360746740867,8.63259441707718,13.7927483253647,1.75205254515599,2.55921572121425,4.2512315270936,10.1719557762674,4.60632183908046,10.9554907359916,1.97372742200328,5.77035967174287,0.224548440065681,1.36247329205918,0.917077175697865,9.98868455469794,0.305418719211823,4.72681930351616
1,"android_tier2","tier3",1591,0,0,2.55436832181018,3.31463755194014,8.01948460087995,13.7427029460182,1.62162162162162,2.43121940781597,3.90823381521056,9.8517502240015,3.90886235072282,10.5928000063902,1.92960402262728,5.61232446885711,0.296040226272784,3.65746974550185,1.17976115650534,12.0675923489382,0.333123821495915,5.37730172303058
1,"android_tier2","tier4",1038,0.0163452675751445,0.217192620204503,2.45761078998073,3.13373329332176,7.47976878612717,13.669930368589,1.51252408477842,2.52954331448261,3.27552986512524,9.300055394251,3.6849710982659,10.5899274184571,1.69845857418112,5.56582573718062,0.241811175337187,2.47383714049174,1.54720616570328,13.4420140045829,0.6252408477842,6.78923780272399
1,"android_tier3","tier1",1981,0.0472857461590106,0.671235125093567,2.8354366481575,3.48505846416327,8.47602221100454,14.3164825376212,1.84603735487128,3.01025531596421,3.84502776375568,9.99200244648904,4.88238263503281,13.0951374110825,2.17970721857648,6.13155541713745,0.196365471983847,1.41753339465024,0.925795053003534,8.8302765400715,0.499242806663301,10.3525541879406
1,"android_tier3","tier2",4462,0.029896636261766,0.498042372484696,2.7346481398476,3.48017163005861,8.73442402510085,14.3131335051135,1.75056028686688,2.5694292622595,4.59435230838189,11.4181961074786,4.7025997310623,11.6886718835783,2.05849394890184,5.98997393429581,0.288435679067683,1.91910972323118,1.12393545495294,10.1661876077512,0.578664276109368,7.41476091374492
1,"android_tier3","tier3",4182,0.0147334033015304,0.357093780963394,2.49545671927308,3.16346541571401,7.68866571018651,13.4260724655409,1.55284552845528,2.28488901348079,3.66666666666667,10.2691748220949,3.87230989956958,9.80696019091382,1.57364897178384,5.21778314711028,0.233381157340985,3.0105538664405,0.732663797226208,7.37995886861757,0.493543758967001,8.66025853514762
1,"android_tier3","tier4",3370,0.0101657025721068,0.230263627680035,2.67537091988131,3.61664204331062,7.69020771513353,13.8833346270433,1.5186943620178,2.35819697685629,3.62166172106825,9.84330511532882,4.07388724035608,11.3156314455938,1.76439169139466,5.81532675186179,0.271216617210683,2.81444077587979,0.9486646884273,8.32056818074522,0.413946587537092,6.49230758169601
1,"android_tier4","tier1",57,0,0,2.49122807017544,3.37068669888721,6.57894736842105,14.934317345847,1.26315789473684,2.03124096296428,3.24561403508772,7.91310103055683,2.40350877192982,5.86411498962365,1.01754385964912,2.77418732031933,0.0526315789473684,0.294051297248514,1.49122807017544,10.4712579524988,2.31578947368421,17.4838271132586
1,"android_tier4","tier2",133,0,0,2.23308270676692,2.73553279405497,5.15037593984962,8.27418057885722,1.42857142857143,2.16824784129921,2.80451127819549,7.88118073623618,2.65413533834586,6.74092556451955,0.962406015037594,3.73437353278803,0.0451127819548872,0.241982395244181,0.360902255639098,1.72036970068655,0,0
1,"android_tier4","tier3",255,0,0,2.30980392156863,3.01474427311307,6.2156862745098,11.5330980832234,1.4078431372549,2.30506487322708,3.33725490196078,10.1039861313175,3.50196078431373,11.9275617132611,1.37647058823529,4.92297315243183,0.356862745098039,2.25406499829086,1.82745098039216,13.2677466717086,0.376470588235294,3.40787579225977
1,"android_tier4","tier4",178,0,0,2.23595505617978,2.85832107454713,5.02808988764045,10.2275963097084,1.14044943820225,1.84343201794199,2.15730337078652,6.34399734328656,2.24157303370787,7.04810442904037,1.33707865168539,4.64792966540695,0.112359550561798,0.765620050732354,1.06179775280899,6.56231331710543,0.831460674157303,8.09999086985072
1,"android_tier5","tier1",376,0.0265691489361702,0.515194912506267,2.40957446808511,2.65376488881483,4.47872340425532,8.19395383393293,1.14893617021277,1.92503476988033,2.48936170212766,6.89540087242862,2.51595744680851,8.06273803870937,1.30851063829787,4.54964108942158,0.186170212765957,1.15812271670594,0.574468085106383,3.5955212486711,0.0771276595744681,0.827467297033287
1,"android_tier5","tier2",223,0,0,1.88340807174888,1.78705128541162,3.07174887892377,5.15387198882497,0.798206278026906,1.06947676545697,1.60986547085202,5.6660273735693,1.3677130044843,4.2212714949858,0.565022421524664,2.77602929120374,0.278026905829596,2.94297325588569,0.165919282511211,0.974589279504761,0.0448430493273543,0.551621563328881
1,"android_tier5","tier3",469,0,0,2.02558635394456,2.0421273492568,3.60980810234542,7.4204606951933,0.906183368869936,1.52323322640707,1.50959488272921,4.68567712659276,1.5181236673774,6.07522219157303,0.560767590618337,2.76868868173785,0.0511727078891258,0.383338503339331,0.443496801705757,4.33967796504159,0.562899786780384,8.24561453711224
1,"android_tier5","tier4",418,0,0,2.07655502392344,2.30708960472005,4.00956937799043,8.85182604181485,0.851674641148325,1.50841272185411,1.70334928229665,6.02337877548085,1.79186602870813,7.09390462584054,0.638755980861244,3.41966809260391,0.110047846889952,0.711228543346408,0.712918660287081,7.30552010981441,0.0334928229665072,0.431191257364969
2,"android_tier1","tier1",1652,0.0484019370460048,0.982749508611958,3.13801452784504,3.86981772324949,10.3529055690073,15.6567754997969,2.05629539951574,2.88144132954004,5.19430992736077,11.0180905839937,6.19794188861985,13.3261803370578,2.87167070217918,6.85158022194678,0.196731234866828,1.2666964499143,0.929176755447942,9.95400426444861,0.716707021791768,17.3012888693065
