"action","device_tier","country_tier","unique_id_count","outcome_mean","outcome_sd","sessions_mean","sessions_sd","rounds_mean","rounds_sd","ingame_transactions_mean","ingame_transactions_sd","gift_claims_mean","gift_claims_sd","ad_views_mean","ad_views_sd","friend_thanks_mean","friend_thanks_sd","messages_mean","messages_sd","boss_claims_mean","boss_claims_sd","gifts_sent_mean","gifts_sent_sd"
1,"android_tier1","tier1",2671,0.00299513290902284,0.054656019802462,0.681392736802696,3.0303004893595,1.16023961063272,4.95036855763517,0.197678771995507,1.0276378514354,3.79483339573194,15.243535729479,0.813927368026956,4.03897314711452,0.691875701984276,3.19968477513014,0.101085735679521,1.70246646932135,1.11606140022463,12.1259621953588,1.55297641332834,20.3241729273934
1,"android_tier1","tier2",1443,0.00277200277200277,0.0525950166455389,0.691614691614692,3.08026789477543,1.18918918918919,5.0349232069582,0.171864171864172,0.930071539676687,3.90852390852391,16.6862606191654,0.8004158004158,4.33804890969894,0.6999306999307,3.30458744658737,0.0900900900900901,1.07689396693049,1.19404019404019,11.7683273641516,1.66666666666667,19.1912895367219
1,"android_tier1","tier3",641,0.0015600624024961,0.0394976252766682,0.572542901716069,3.14465736286121,0.854914196567863,4.19663314088672,0.126365054602184,0.587319693843916,3.62246489859594,15.5409055250903,0.684867394695788,4.71340230316179,0.446177847113885,2.39869532758351,0.196567862714509,3.12880579487256,1.48829953198128,13.5326088951887,1.96879875195008,19.9533587388439
1,"android_tier1","tier4",47,0,0,0.297872340425532,1.24960678366578,0.851063829787234,4.09654532823353,0.0425531914893617,0.291729982995789,1.8936170212766,7.88844516159744,0.829787234042553,4.0877289800837,0.531914893617021,3.64662478744736,0,0,0.425531914893617,2.12382633420728,0.25531914893617,1.75037989797473
1,"android_tier2","tier1",971,0.00926879505664264,0.0958767510195897,0.872296601441813,3.32596234869347,1.48197734294542,5.1477584555816,0.25643666323378,1.12109449046516,4.11122554067971,14.9531222006659,1.01338825952626,4.98232193961047,0.885684860968074,3.32443484377148,0.120494335736354,1.250526554135,0.926879505664264,7.15021508182754,1.01029866117405,10.3645856693009
1,"android_tier2","tier2",552,0.0072463768115942,0.0848935972518675,0.659420289855073,2.84823982149486,1.06521739130435,4.2897870049615,0.159420289855072,0.689526277441748,3.67028985507246,16.7099735888091,0.813405797101449,4.1892137005047,0.672101449275362,3.19301937175186,0.152173913043478,1.72586672578745,1.63224637681159,14.1463921262505,1.71920289855072,28.8338842201027
1,"android_tier2","tier3",849,0.00235571260306243,0.0485070576317211,0.51472320376914,2.55599230258775,0.919905771495877,4.34976598704504,0.1849234393404,0.972479215973009,2.08127208480565,10.2744985776145,0.57243816254417,3.5924112646772,0.507656065959953,2.65113900307874,0.00824499411071849,0.113594181278411,0.851590106007067,6.30469467500182,0.829210836277974,8.78236840364999
1,"android_tier2","tier4",63,0,0,0.53968253968254,2.65077832042686,0.666666666666667,2.27184733698826,0.0793650793650794,0.37250621564796,4.03174603174603,15.5002271096455,0.761904761904762,5.42608480521306,0.428571428571429,1.83790102680525,0,0,1.26984126984127,7.65423422605433,0.777777777777778,6.17341972581738
1,"android_tier3","tier1",99,0,0,0.858585858585859,6.15449081268885,0.727272727272727,3.75477432626615,0.121212121212121,0.703819423628012,1.75757575757576,9.24064989000289,0.373737373737374,2.11209277483432,0.393939393939394,2.25794823704783,0,0,0.96969696969697,9.4474427437816,1.80808080808081,17.9901768931399
1,"android_tier3","tier2",219,0,0,0.648401826484018,3.32210206240329,1.12328767123288,5.18628715583096,0.155251141552511,0.858635201418893,3.63470319634703,17.2590590832475,0.757990867579909,3.77714852643392,0.579908675799087,2.71873520088645,0.0684931506849315,0.754109848724771,1.41552511415525,13.1632633106103,2.41552511415525,25.5887721950927
1,"android_tier3","tier3",245,0,0,0.269387755102041,1.17036565703242,0.473469387755102,2.28598505421983,0.0775510204081633,0.49392427661919,2.11020408163265,13.0767006682885,0.297959183673469,1.98482870755317,0.346938775510204,1.98096495372219,0.0122448979591837,0.110202222950015,0.289795918367347,2.84894608770314,0.036734693877551,0.330606668850045
1,"android_tier3","tier4",184,0,0,0.565217391304348,2.55562958494254,1.03804347826087,4.83539641044938,0.135869565217391,0.616721726398407,2.13586956521739,10.6174418982996,0.673913043478261,4.51617299095158,0.668478260869565,3.7290596933069,0.114130434782609,1.09295623795514,1.6195652173913,18.9424451202144,1.25,14.1819750140996
1,"android_tier4","tier1",25,0,0,1,3.93700393700591,1.12,4.66654761752912,0,0,3.6,12.7279220613579,0.64,2.64386081328046,1.12,4.66654761752912,0,0,1.36,6.8,2.88,14.4
1,"android_tier4","tier2",61,0,0,0.557377049180328,3.15449198320921,0.868852459016393,4.76261626222418,0.180327868852459,0.866183135395579,2.42622950819672,10.8111963821362,0.163934426229508,0.820169248160656,0.622950819672131,3.25148137739415,0.0327868852459016,0.179556222834158,0.950819672131147,5.21991771808776,2.36065573770492,12.9602376352767
1,"android_tier4","tier3",118,0,0,0.127118644067797,0.722609352556113,0.0847457627118644,0.66121193036895,0.0169491525423729,0.129631354196154,0.703389830508475,5.08779219666811,0.101694915254237,1.10468954147799,0.0508474576271186,0.552344770738994,0.00847457627118644,0.0920574617898323,0.0508474576271186,0.552344770738994,0.11864406779661,1.28880446505765
1,"android_tier4","tier4",70,0,0,0.114285714285714,0.649255027779769,0.371428571428571,2.00124185047669,0.0571428571428571,0.335603038701859,0.342857142857143,2.11883010026496,0.4,2.2289270831566,0.328571428571429,1.97609942667351,0,0,0,0,0.0428571428571429,0.358568582800318
1,"android_tier5","tier1",138,0,0,0.311594202898551,2.40983606262444,0.666666666666667,5.12946737226336,0.108695652173913,0.917667485925858,1.06521739130435,9.32558408709796,0.398550724637681,3.09352952007393,0.289855072463768,2.60040114409865,0.0072463768115942,0.0851256530758749,0.442028985507246,4.05620749109714,0.217391304347826,2.31068331421897
1,"android_tier5","tier2",102,0,0,0.284313725490196,1.37428614038392,0.735294117647059,4.9109424607943,0.137254901960784,0.771256088587736,2.34313725490196,12.9328004961819,1.43137254901961,11.8325861554928,0.5,3.35594639969469,0.0490196078431373,0.495073771488337,0.0588235294117647,0.594088525786005,0.264705882352941,2.67339836603702
1,"android_tier5","tier3",208,0,0,0.0817307692307692,0.479586058041729,0.0625,0.520996351299731,0.0144230769230769,0.119514532684749,1.17788461538462,13.0195724584609,0.0576923076923077,0.832050294337844,0.0288461538461538,0.258450633274922,0,0,0,0,0,0
1,"android_tier5","tier4",172,0,0,0.406976744186047,2.3464688262733,1.08720930232558,6.38056802383718,0.0872093023255814,0.456863579425367,1.15116279069767,7.58348072632618,0.465116279069767,3.08816898917439,0.436046511627907,3.90103938138722,0.0988372093023256,1.22192391547737,1.5406976744186,19.2931698844116,0.366279069767442,3.84336933277266
2,"android_tier1","tier1",1495,0.0020066889632107,0.0447660879752072,0.655518394648829,2.82245632164251,1.21471571906355,5.00040669391386,0.214046822742475,1.06593380218041,3.55852842809365,14.9580991918792,0.82809364548495,4.38910816223131,0.721070234113712,3.28159508832394,0.0521739130434783,0.598933922813968,0.838127090301003,8.80978625389169,1.45886287625418,16.2982004752935
2,"android_tier1","tier2",801,0.00249687890137328,0.0499375390137176,0.670411985018727,3.17745746707272,1.1960049937578,5.37496828083432,0.176029962546816,0.930174563778823,3.56803995006242,15.6569689684307,0.915106117353308,5.1439560670728,0.719101123595506,3.48349640318621,0.114856429463171,1.22036531850579,1.03620474406991,8.50499486055268,0.98501872659176,17.6211456858202
2,"android_tier1","tier3",455,0,0,0.615384615384615,2.86313816451494,1.31868131868132,6.28977059329513,0.131868131868132,0.714987310949775,3.37142857142857,16.2335805607552,0.806593406593407,3.90159241740938,0.837362637362637,4.4181156993635,0.118681318681319,1.43092897399382,1.45274725274725,12.7642754207779,1.0967032967033,10.6299121896971
2,"android_tier1","tier4",44,0,0,0.977272727272727,5.45803711357777,1.86363636363636,11.3313537217324,0.136363636363636,0.904534033733291,4.75,30.1501089511703,1.15909090909091,7.09714381403708,0.772727272727273,4.82659124918205,0,0,0.431818181818182,2.86435777348875,0.0909090909090909,0.603022689155527
2,"android_tier2","tier1",593,0,0,0.694772344013491,2.73730293449223,1.11973018549747,4.43277473135835,0.163575042158516,0.752398440788109,4.09949409780776,16.4811076244109,0.897133220910624,4.6449487833697,0.709949409780776,2.91376952915942,0.0826306913996627,0.853204508097284,1.89038785834739,32.1502983049817,1.80775716694772,22.2271779523339
2,"android_tier2","tier2",383,0,0,0.592689295039164,2.09615674873126,1.15665796344648,4.37047462953588,0.201044386422977,0.827409352282522,4.01566579634465,14.9461429303799,0.689295039164491,3.11726576294159,0.710182767624021,3.02469343659101,0.0600522193211488,0.744295582075005,1.24281984334204,8.38510549259274,1.02349869451697,10.0426822765755
2,"android_tier2","tier3",616,0,0,0.436688311688312,2.28516987828282,0.922077922077922,5.14635552477811,0.118506493506494,0.752609580357286,1.77922077922078,8.98978408686288,0.475649350649351,2.96747538267191,0.579545454545455,3.2942675691939,0.0373376623376623,0.660304479860585,1.36850649350649,23.4835126050145,0.193181818181818,3.50841296983243
2,"android_tier2","tier4",46,0,0,0.456521739130435,2.06243137786589,1.08695652173913,5.42351295320876,0.0869565217391304,0.463133623939343,0.326086956521739,1.6337325746902,0.826086956521739,3.94013168322576,0,0,0,0,0,0,0,0
2,"android_tier3","tier1",71,0,0,0.380281690140845,1.55256651279743,1.19718309859155,5.7808049817845,0.154929577464789,0.804414380136145,1.97183098591549,9.99567310816595,0.802816901408451,4.71356619105159,0.873239436619718,5.01121478704027,0,0,0.197183098591549,1.27189081191136,0,0
2,"android_tier3","tier2",151,0,0,0.933774834437086,3.4032707291118,1.72847682119205,5.98546436498115,0.218543046357616,1.09480007145962,4.82781456953642,17.7796743837465,1.13245033112583,5.08419183573127,1.10596026490066,4.28042415013714,0.0993377483443709,0.550817173387773,1.39072847682119,8.29616257469583,1.12582781456954,12.7034402877129
2,"android_tier3","tier3",188,0,0,0.436170212765957,2.0242302855524,1.04787234042553,4.96003770736495,0.0851063829787234,0.509997891745356,1.96808510638298,11.1143325376481,0.446808510638298,2.55262063630073,0.313829787234043,1.77998984938702,0.00531914893617021,0.0729324957489473,0.680851063829787,6.07125737526724,0.787234042553192,8.04847923380664
2,"android_tier3","tier4",143,0,0,0.230769230769231,1.69378444382548,0.293706293706294,2.00644092380881,0.027972027972028,0.20363098162324,1.64335664335664,12.7745376115463,0.244755244755245,1.87352489662255,0.216783216783217,1.71217619593123,0.048951048951049,0.508084934242122,0.713286713286713,8.52966850207233,0.0559440559440559,0.668993608005673
2,"android_tier4","tier1",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"android_tier4","tier2",21,0,0,1.76190476190476,4.71067682933952,3.61904761904762,11.5735741690983,0.285714285714286,1.30930734141595,7.95238095238095,20.2891009916068,5.57142857142857,21.0441712323661,1.61904761904762,5.20073254913373,0.714285714285714,3.27326835353989,5,18.3084679861533,2.61904761904762,10.1315161277875
2,"android_tier4","tier3",52,0,0,0.384615384615385,1.75067321676992,0.557692307692308,2.24406372929027,0.0192307692307692,0.138675049056307,1.59615384615385,8.65064797614837,0.326923076923077,1.87576027823861,0.423076923076923,1.86133152683512,0.0576923076923077,0.307645169843285,1.19230769230769,6.27799912404488,0.134615384615385,0.741721531009175
2,"android_tier4","tier4",32,0,0,0.15625,0.883883476483184,0.15625,0.883883476483184,0,0,0.0625,0.353553390593274,0.09375,0.530330085889911,0,0,0,0,0,0,0,0
2,"android_tier5","tier1",56,0,0,0.607142857142857,3.65651881851166,0.928571428571429,6.18460594131515,0.160714285714286,0.889878147210682,2.58928571428571,13.6165364515013,0.625,4.05221600429377,0.517857142857143,3.16222632407539,0.428571428571429,3.20713490294909,1.07142857142857,6.30398760629014,2.48214285714286,17.9068205100521
2,"android_tier5","tier2",43,0,0,0.162790697674419,0.924024132805331,0.372093023255814,2.43997712532167,0.13953488372093,0.914991421995628,2.13953488372093,11.7869609059148,0.0697674418604651,0.457495710997814,0.186046511627907,1.21998856266084,0,0,0,0,0,0
